# (i, j) of upper left coordinates.
489,35
643,42
509,90
80,104
183,109
316,146
214,154
17,161
253,172
270,193
655,195
577,221
595,237
469,416
617,571
452,158
547,61
296,133
209,135
349,142
461,300
115,339
152,420
99,445
181,472
155,117
219,467
109,462
86,467
505,583
81,314
148,521
94,328
130,510
596,218
471,154
678,273
654,558
120,524
246,390
409,88
