# (i, j) of upper left coordinates.
647,45
245,69
202,95
667,98
303,110
101,155
457,172
240,180
64,187
83,205
177,213
160,226
69,229
272,273
627,325
677,329
164,335
313,413
685,481
444,540
673,565
197,112
156,195
103,257
603,307
451,310
532,331
339,472
626,491
528,453
258,549
588,68
100,305
68,256
51,244
384,475
