# (i, j) of upper left coordinates.
114,82
130,250
640,348
111,383
197,438
577,441
334,453
249,422
364,456
381,457
154,485
693,489
373,492
231,532
635,157
45,371
145,558
672,73
546,565
30,534
233,550
589,156
20,315
436,403
609,562
