# (i, j) of upper left coordinates.
142,49
241,90
306,114
198,119
191,137
91,159
457,188
234,191
59,203
75,215
173,226
158,240
63,245
68,270
100,271
274,282
632,336
677,336
537,342
164,344
316,423
685,488
448,548
678,571
366,50
679,109
155,208
97,313
610,321
345,481
628,499
258,556
531,463
602,83
389,479
46,261
453,320
593,54
682,455
208,51
