# (i, j) of upper left coordinates.
151,60
662,69
510,100
523,146
184,149
216,150
299,160
220,168
244,202
260,227
588,241
474,426
210,484
453,192
488,49
562,77
59,138
348,162
469,327
76,338
144,456
104,464
177,495
142,546
542,70
140,136
486,180
85,481
114,482
516,592
113,368
416,136
95,349
120,537
112,553
675,214
624,592
598,262
241,416
276,211
