# (i, j) of upper left coordinates.
656,62
502,77
516,127
64,129
183,136
214,146
304,155
347,157
216,164
247,193
669,208
584,234
473,424
453,182
555,72
262,216
467,317
77,328
114,356
148,443
103,457
213,479
178,488
143,538
147,131
285,133
113,476
86,477
511,587
157,42
267,113
93,340
123,529
114,545
479,172
597,254
621,584
655,570
413,119
538,62
276,199
