# (i, j) of upper left coordinates.
636,86
514,154
242,165
334,177
362,183
411,185
380,197
402,203
37,267
203,342
705,558
430,143
384,363
404,376
277,387
256,482
677,485
338,564
569,541
69,93
596,533
