# (i, j) of upper left coordinates.
69,126
121,132
300,145
26,170
304,189
528,238
285,240
95,264
66,272
618,290
357,291
674,423
664,448
367,544
331,542
561,195
44,283
380,282
13,528
50,519
46,590
490,575
475,585
