# (i, j) of upper left coordinates.
126,186
47,237
616,319
130,326
257,368
206,397
570,406
682,461
338,435
160,446
370,488
249,587
551,97
568,111
141,519
627,44
38,368
47,519
535,542
236,572
603,101
228,494
233,511
389,440
596,533
373,449
562,587
