# (i, j) of upper left coordinates.
118,69
298,134
271,152
66,156
636,375
680,411
706,529
697,585
373,383
329,435
53,438
397,440
233,490
356,36
532,94
267,57
53,135
36,189
54,192
668,304
691,361
455,439
474,433
470,448
182,552
