# (i, j) of upper left coordinates.
613,104
523,140
98,208
47,225
617,234
126,342
675,383
188,485
342,488
594,500
710,530
333,196
86,473
371,479
229,495
570,599
155,551
376,500
388,484
231,596
476,471
18,571
