# (i, j) of upper left coordinates.
153,60
83,110
133,260
576,265
208,318
549,358
177,377
660,407
264,271
49,346
345,409
346,462
144,463
84,478
573,470
32,435
514,497
234,458
249,499
377,427
235,511
507,52
704,524
