# (i, j) of upper left coordinates.
607,57
358,79
100,85
383,133
114,158
599,295
651,378
326,390
616,573
86,67
619,331
448,38
164,99
512,107
361,513
176,567
226,596
452,62
437,540
97,446
62,567
356,147
527,528
148,109
