# (i, j) of upper left coordinates.
274,52
185,65
429,72
544,101
21,164
272,173
593,333
653,340
298,366
553,368
588,376
512,456
489,514
559,532
59,284
349,365
497,538
22,311
577,503
635,308
341,347
