# (i, j) of upper left coordinates.
151,61
663,69
524,147
184,150
215,150
298,160
221,169
244,202
588,242
469,328
210,484
453,193
489,51
542,71
562,78
510,101
58,139
348,162
259,227
75,339
113,368
144,457
104,465
177,496
142,546
140,137
474,426
114,483
516,592
95,350
85,481
416,137
120,538
112,554
485,180
675,214
624,592
598,262
241,417
275,212
