# (i, j) of upper left coordinates.
55,181
316,199
98,200
580,222
306,242
554,265
276,304
636,318
375,330
672,465
368,561
91,296
53,309
336,577
26,329
11,546
43,540
695,449
497,583
196,378
479,578
484,595
