# (i, j) of upper left coordinates.
632,88
460,90
517,243
242,87
238,105
585,116
561,122
126,157
258,176
363,197
262,200
191,207
240,213
415,221
227,247
239,271
475,375
76,394
482,451
195,520
578,69
219,178
36,216
110,504
166,544
106,188
117,420
108,401
93,519
618,285
540,199
283,191
463,255
104,595
566,220
598,79
237,469
130,526
616,305
114,534
256,226
