# (i, j) of upper left coordinates.
81,80
135,86
300,112
304,148
22,151
291,194
99,235
76,243
351,253
601,265
660,406
661,443
509,209
328,521
368,538
548,180
56,246
206,295
688,153
12,521
49,592
55,226
469,583
