# (i, j) of upper left coordinates.
165,66
189,81
381,92
661,202
578,241
57,336
637,337
113,415
611,550
326,337
356,506
178,539
226,567
209,36
416,525
69,547
5,591
335,105
417,506
607,307
516,514
