# (i, j) of upper left coordinates.
68,75
348,126
94,127
567,139
283,206
253,220
649,407
689,427
258,132
37,236
371,416
384,475
47,490
328,490
225,541
702,580
46,255
678,333
484,454
503,451
498,465
185,594
