# (i, j) of upper left coordinates.
550,508
179,69
114,70
604,96
623,119
125,122
299,139
209,178
210,244
452,245
151,268
60,315
91,318
689,374
659,391
338,473
702,600
176,121
398,124
48,199
183,209
37,293
269,317
551,386
159,392
369,527
465,573
644,537
556,75
81,352
406,506
255,583
172,225
33,267
145,300
461,364
707,539
159,288
