# (i, j) of upper left coordinates.
449,185
515,194
343,197
252,205
368,216
182,372
683,487
664,117
421,221
380,234
406,236
388,398
282,400
405,410
261,508
701,552
583,556
72,139
16,41
35,288
329,586
604,540
