# (i, j) of upper left coordinates.
631,81
512,147
239,156
332,171
359,175
409,176
379,189
37,264
206,337
674,485
706,559
428,133
400,194
381,357
404,371
277,386
255,475
339,559
566,538
72,84
593,531
