# (i, j) of upper left coordinates.
423,103
185,104
531,106
624,131
611,156
216,177
580,201
261,220
84,231
360,241
245,245
187,248
212,277
590,279
566,283
489,423
481,475
638,37
528,86
559,103
521,181
213,195
210,213
281,248
238,262
408,279
221,298
74,444
116,449
100,530
159,586
195,551
58,228
127,469
95,549
231,506
642,345
478,294
602,256
116,579
529,301
