# (i, j) of upper left coordinates.
635,50
101,159
129,213
109,217
161,220
445,322
191,338
89,378
571,449
659,30
638,177
428,191
179,316
22,364
254,375
161,476
385,538
79,147
580,575
674,588
411,589
559,59
577,131
78,413
166,347
700,426
434,545
701,585
465,429
245,209
119,409
694,569
651,453
9,519
