# (i, j) of upper left coordinates.
135,68
600,74
371,75
229,114
306,117
194,141
186,160
78,170
227,204
455,204
57,260
67,283
273,290
682,347
639,351
541,353
165,356
322,439
686,496
454,555
686,581
593,39
194,74
153,223
97,282
351,495
632,511
257,564
620,98
537,476
619,334
155,256
95,321
393,487
123,29
38,277
65,229
168,242
