# (i, j) of upper left coordinates.
654,57
498,66
515,117
67,123
183,130
215,161
250,186
265,210
582,230
472,422
215,477
620,579
453,175
52,321
553,71
212,143
306,153
346,154
465,311
115,349
150,437
101,455
179,485
145,534
287,134
509,584
149,129
111,473
79,323
85,476
412,111
94,335
125,524
476,167
665,204
596,249
538,59
654,566
116,538
276,192
