# (i, j) of upper left coordinates.
485,43
152,56
660,67
560,76
508,95
184,145
215,148
300,158
347,161
219,167
244,201
674,212
260,225
587,240
468,325
474,425
453,189
60,136
520,141
76,335
114,365
145,453
104,462
177,493
143,544
141,134
210,482
541,69
86,480
114,480
515,591
95,347
121,535
484,177
624,590
683,289
598,260
283,134
112,551
415,132
275,209
