# (i, j) of upper left coordinates.
59,160
107,172
309,174
572,210
306,219
281,276
92,283
627,304
368,314
686,438
367,555
544,253
57,294
668,457
333,564
34,309
11,540
38,87
494,582
198,358
388,301
45,533
481,594
