# (i, j) of upper left coordinates.
141,55
595,59
238,97
307,114
197,125
189,144
87,162
457,192
232,195
57,208
157,245
62,250
45,266
68,274
99,275
274,285
96,316
679,339
634,342
164,348
318,427
346,485
686,490
629,504
450,551
681,573
368,58
154,212
171,230
538,345
258,558
607,88
612,324
533,466
390,480
72,219
454,323
203,58
