# (i, j) of upper left coordinates.
105,56
518,129
451,161
153,186
209,203
607,206
608,223
273,228
472,286
290,316
675,373
676,393
631,407
600,411
676,411
386,453
267,455
589,462
400,167
602,595
519,596
265,48
519,105
529,564
354,413
35,342
575,566
610,570
