# (i, j) of upper left coordinates.
647,192
429,213
242,234
103,235
122,235
157,255
448,339
192,360
87,392
700,439
577,468
106,189
172,353
164,378
251,389
161,502
444,554
395,556
581,82
587,593
678,600
579,147
75,426
6,530
667,68
111,423
699,599
116,383
651,466
696,583
262,258
