# (i, j) of upper left coordinates.
269,235
135,240
559,246
208,286
542,343
182,349
652,386
336,450
55,337
345,406
43,424
145,449
96,462
562,444
507,481
626,589
242,475
231,441
690,514
377,420
233,490
447,284
390,408
