# (i, j) of upper left coordinates.
611,100
521,134
333,191
100,202
51,221
616,230
126,339
675,382
188,483
342,487
593,498
710,528
87,470
370,477
229,492
376,499
155,549
569,599
29,390
387,484
232,593
475,468
19,569
