# (i, j) of upper left coordinates.
303,53
297,75
308,106
347,190
113,192
93,194
575,226
62,241
633,371
656,425
367,525
676,127
489,162
326,475
526,158
71,169
371,201
214,234
669,104
75,191
51,262
74,491
54,586
656,364
371,220
470,563
5,520
453,567
