# (i, j) of upper left coordinates.
63,287
584,301
73,337
653,350
386,365
28,247
313,303
37,354
259,380
682,492
371,587
613,253
340,261
10,593
38,565
406,365
418,347
187,438
693,600
7,565
507,597
