# (i, j) of upper left coordinates.
456,196
515,208
254,216
369,224
34,294
176,380
387,408
683,489
701,555
673,125
70,157
343,207
424,235
379,245
406,246
283,405
406,418
262,514
327,591
586,562
606,544
