# (i, j) of upper left coordinates.
153,81
185,88
383,102
666,210
582,248
639,344
52,346
326,347
110,421
611,554
470,38
201,49
356,506
177,542
226,570
418,526
68,549
3,592
340,116
142,56
609,312
419,508
517,515
