# (i, j) of upper left coordinates.
362,28
248,60
203,84
301,107
106,151
456,165
243,174
157,190
88,200
179,208
161,219
72,221
272,269
102,301
624,320
676,326
165,331
311,408
337,467
686,479
625,489
442,538
670,561
662,93
105,251
600,303
449,305
531,327
526,448
583,58
383,472
257,547
198,102
69,250
67,180
53,236
144,259
