# (i, j) of upper left coordinates.
602,53
354,63
105,72
500,90
384,125
124,140
596,284
648,370
327,381
616,569
617,329
626,42
174,87
35,377
100,440
360,511
177,560
227,590
432,536
687,240
63,567
162,101
351,140
525,527
