# (i, j) of upper left coordinates.
251,51
201,142
130,157
223,180
678,238
632,317
655,344
188,353
207,355
102,360
346,365
148,378
321,378
619,419
615,477
534,593
490,157
497,239
97,285
386,358
167,362
219,371
225,390
485,554
369,363
684,413
489,419
76,592
242,415
31,325
24,61
513,324
