# (i, j) of upper left coordinates.
102,29
241,51
253,71
652,216
431,240
450,363
190,394
86,406
588,502
414,579
574,179
95,447
219,53
110,234
246,286
151,310
160,407
238,409
137,425
158,539
606,124
159,425
572,149
106,406
69,448
462,564
0,546
100,427
651,491
343,38
670,195
338,57
250,311
