# (i, j) of upper left coordinates.
299,83
307,115
74,195
112,195
348,196
92,198
577,230
60,244
635,373
656,427
367,526
676,129
491,166
70,173
50,264
326,478
126,38
303,60
529,161
213,239
73,492
672,106
368,202
53,587
658,365
472,564
21,510
455,569
