# (i, j) of upper left coordinates.
424,104
185,105
626,133
612,157
581,203
261,221
83,233
360,242
187,249
211,278
408,280
591,280
566,285
221,299
489,424
480,475
639,38
530,88
561,105
533,107
216,179
522,183
212,197
209,215
244,245
281,249
238,263
74,445
99,531
159,587
195,551
57,228
128,470
116,450
95,549
231,506
642,345
479,296
529,303
649,326
604,258
