# (i, j) of upper left coordinates.
625,161
151,179
584,183
684,186
650,192
588,201
554,278
156,297
198,298
398,315
639,330
590,356
509,485
76,499
440,64
450,177
180,250
279,278
356,296
228,300
195,315
88,557
477,495
134,500
191,580
142,530
96,583
39,253
616,296
215,312
455,341
478,343
198,280
533,359
226,542
288,295
256,362
