# (i, j) of upper left coordinates.
127,219
628,333
121,352
253,395
204,418
574,423
687,474
335,443
388,450
156,464
372,491
561,121
649,58
32,275
370,454
142,537
42,368
37,526
540,553
238,588
620,130
229,511
234,530
578,132
602,548
