# (i, j) of upper left coordinates.
117,76
129,247
638,346
112,379
198,436
577,439
382,456
249,419
334,451
155,482
373,492
634,154
31,534
364,456
145,555
670,71
21,311
45,370
545,564
692,487
230,529
233,547
587,153
609,561
571,141
