# (i, j) of upper left coordinates.
426,52
241,72
579,102
135,119
524,144
215,165
285,168
532,176
44,184
355,184
273,186
188,187
234,192
232,230
247,255
560,98
260,157
417,191
474,356
77,369
481,439
111,487
202,502
172,524
137,579
509,219
122,164
115,397
606,268
103,378
91,501
550,198
111,571
239,447
663,599
546,33
105,588
608,287
457,235
253,194
