# (i, j) of upper left coordinates.
455,85
516,239
244,76
238,98
584,114
128,150
259,173
219,176
264,199
191,205
240,211
416,218
228,246
475,372
482,450
462,252
574,65
561,118
538,193
362,195
37,212
240,269
77,389
107,397
110,502
167,542
196,518
109,185
116,416
284,189
93,517
130,600
104,593
615,302
596,76
546,210
237,466
131,522
115,531
617,282
257,223
