# (i, j) of upper left coordinates.
451,52
612,61
361,87
96,93
158,107
140,113
383,138
110,166
601,301
650,381
327,398
362,513
617,576
84,75
239,122
621,331
646,51
520,117
227,597
176,568
96,448
439,540
61,568
358,154
116,133
27,391
529,530
457,73
