# (i, j) of upper left coordinates.
579,571
631,47
100,154
638,175
130,210
110,213
161,215
180,310
445,319
191,334
89,376
570,446
693,566
246,208
427,189
254,372
161,471
383,535
556,55
81,142
662,168
673,585
410,586
655,29
577,129
78,412
433,543
167,341
10,517
464,424
700,422
701,583
651,450
36,133
272,219
122,407
24,362
