# (i, j) of upper left coordinates.
27,251
614,253
62,291
655,352
37,356
341,264
585,303
313,306
71,338
386,366
258,383
682,494
370,589
692,600
419,350
9,593
37,567
508,598
407,367
187,441
6,566
