# (i, j) of upper left coordinates.
622,38
635,170
162,201
133,203
111,205
445,314
192,324
256,368
568,439
692,561
249,202
426,184
183,294
170,327
28,355
90,371
463,415
378,528
406,581
670,581
660,166
575,565
550,47
78,406
429,538
160,460
100,145
577,124
703,580
122,403
650,444
695,455
274,207
86,130
