# (i, j) of upper left coordinates.
641,54
102,166
639,180
428,196
127,217
108,221
161,228
445,325
191,343
254,380
701,428
572,454
387,540
245,214
177,324
87,381
161,482
564,64
582,579
663,33
77,416
436,545
165,354
413,595
576,133
465,433
117,412
675,592
695,573
119,369
701,589
651,456
662,170
8,521
