# (i, j) of upper left coordinates.
260,123
202,187
129,192
208,241
515,272
81,300
640,339
671,368
216,380
325,396
637,449
624,512
507,185
348,375
88,376
163,382
143,395
224,398
235,416
496,432
532,363
198,377
489,573
392,371
32,341
375,378
