# (i, j) of upper left coordinates.
207,110
129,134
232,142
668,225
111,274
623,295
644,319
203,336
114,342
381,349
339,358
317,363
608,394
690,402
610,451
531,573
487,133
484,214
363,348
147,364
235,386
484,539
217,371
672,396
214,353
483,405
79,576
79,597
144,585
185,337
541,447
32,313
498,292
