# (i, j) of upper left coordinates.
632,82
513,148
239,158
332,172
360,176
410,178
379,190
206,338
674,484
428,134
400,195
381,358
404,372
277,386
255,476
706,559
339,559
37,265
567,539
72,85
594,532
