# (i, j) of upper left coordinates.
67,76
94,127
348,127
283,207
253,221
649,407
688,428
568,139
371,416
384,475
328,490
46,491
225,541
703,581
258,132
36,238
46,256
678,333
484,454
503,451
498,466
185,595
