# (i, j) of upper left coordinates.
177,81
67,104
262,114
541,169
151,217
625,227
199,233
621,247
277,263
480,326
297,348
683,391
642,413
610,426
682,426
397,473
602,483
410,194
467,201
259,477
533,148
536,590
126,56
356,424
678,409
323,60
117,86
615,590
