# (i, j) of upper left coordinates.
450,79
515,235
247,64
238,93
561,114
130,142
259,170
218,174
536,185
266,197
191,203
240,208
228,244
242,267
475,369
76,385
482,447
111,500
569,59
583,111
361,194
544,204
38,206
416,214
198,514
169,538
131,598
114,181
116,411
106,392
93,514
595,72
284,185
460,249
105,590
131,518
614,279
613,299
237,463
116,527
256,219
627,85
