# (i, j) of upper left coordinates.
88,66
141,70
301,96
304,132
23,148
295,179
506,201
100,229
78,236
59,237
350,242
598,261
206,284
654,398
658,439
368,534
327,511
545,178
60,505
52,589
58,216
372,232
482,570
466,578
685,146
