# (i, j) of upper left coordinates.
637,93
470,103
519,252
587,122
233,125
561,133
121,168
259,180
218,181
364,200
259,204
191,212
240,220
574,228
224,251
236,273
477,383
76,401
482,453
467,262
586,82
236,107
412,231
165,547
195,521
99,196
108,409
118,426
108,508
544,214
94,520
475,19
281,196
620,311
234,476
128,531
623,291
254,235
