# (i, j) of upper left coordinates.
257,101
199,171
130,179
213,218
689,248
511,263
635,329
664,358
93,372
213,373
165,376
323,390
631,439
621,500
501,177
87,295
391,366
348,372
146,389
493,426
527,349
488,566
194,370
222,390
233,408
373,373
692,425
