# (i, j) of upper left coordinates.
254,46
143,89
644,194
601,231
157,287
150,327
571,329
229,332
663,360
597,395
483,509
521,522
478,39
450,139
141,217
200,297
293,313
358,316
185,327
394,332
640,340
1,534
464,220
142,537
204,317
307,327
145,563
83,575
211,333
77,533
38,276
682,211
610,248
658,336
478,371
222,568
537,394
183,294
48,33
